"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The automation and the use of innovative civil infrastructure in the construction of smart cities","M. S. Simão; B. B. Cardoso; M. A. I. Martins; M. F. L. Junior","Sustainable Energy Center CERTI Foundation, Florianópolis, Brazil; Sustainable Energy Center CERTI Foundation, Florianópolis, Brazil; Sustainable Energy Center CERTI Foundation, Florianópolis, Brazil; Special MV Works ENEL Distribuição São Paulo, São Paulo, Brazil","2022 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS)","26 Sep 2022","2022","","","121","125","Despite not being as common as overhead grids, underground grids bring numerous benefits to both utilities and consumers, because when using them, there is a reduction in power interruptions due to several factors. By automating them, digitizing them and having a well-modeled infrastructure, it is possible to reduce costs and time with emergency maintenance and inspections. In this way, this article brings the benefits and advantages involved in the use of innovative civil infrastructures in the installation of electrical grids and construction of smart cities. This study is part of an R&D project proposed by ENEL Distribuição São Paulo, called “Urban Futurability”, which, together with other work fronts, is premised on improving the services offered to the population through investments in actions in the area of innovation and technology, implementing the concept of smart grids, an idea that has been growing every year due to technological evolution.","","978-1-6654-6919-7","10.1109/ICETSIS55481.2022.9888944","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9888944","grid conversion;underground grid;digital twin;grid automation","Personal protective equipment;Technological innovation;Automation;Smart cities;Sociology;Smart grids;Safety","cost reduction;inspection;investment;maintenance engineering;power distribution economics;research and development;smart power grids;underground distribution systems","cost reduction;electrical grids;emergency maintenance;ENEL Distribuicao;innovative civil infrastructure;inspections;investments;overhead grids;power interruptions;R&D project;Sao Paulo;smart cities construction;smart grids;technological evolution;underground grids;urban futurability;well-modeled infrastructure","","","","17","IEEE","26 Sep 2022","","","IEEE","IEEE Conferences"
"Measurement and Inspection of Photo-Realistic 3-D VR Models","S. K. Tadeja; W. Rydlewicz; Y. Lu; T. Bubas; M. Rydlewicz; P. O. Kristensson","University of Cambridge, Cambridge, U.K.; Centrum Systemów Softdesk, Łódź, Poland; University of Cambridge, Cambridge, U.K.; Centrum Systemów Softdesk, Łódź, Poland; Centrum Systemów Softdesk, Łódź, Poland; University of Cambridge, Cambridge, U.K.","IEEE Computer Graphics and Applications","10 Dec 2021","2021","41","6","143","151","Recent advancements in virtual reality (VR) may help unlock the full potential offered by 3-D photorealistic models generated using state-of-the-art photogrammetric methods. Using VR to carry out analyses on photogrammetric models has the potential to assist the user in performing basic offline engineering inspection of digital twins—digitized representations of real-world objects and structures. However, for such benefits to materialize, it is necessary to create suitable interactive systems for working with photogrammetric models in VR. To this end, this article presents PhotoTwinVR—an immersive gesture-controlled system for manipulation and inspection of 3-D photogrammetric models of physical objects in VR. An observational study with three domain experts validates the feasibility of the system design for practical use-cases involving offline inspections of pipelines and other 3-D structures.","1558-1756","","10.1109/MCG.2021.3114955","Cambridge Trust; Engineering and Physical Sciences Research Council(grant numbers:1788814); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9646541","","Solid modeling;Analytical models;Volume measurement;Photorealism;Three dimensional displays;Virtual reality","gesture recognition;inspection;interactive systems;photogrammetry;virtual reality","virtual reality;3-D photorealistic models;state-of-the-art photogrammetric methods;photogrammetric models;basic offline engineering inspection;digital twins-digitized representations;real-world objects;suitable interactive systems;PhotoTwinVR-an immersive gesture-controlled system;photo-realistic 3-D;VR models","Photogrammetry;Virtual Reality","4","","8","IEEE","10 Dec 2021","","","IEEE","IEEE Magazines"
"Saliency Mapping for Processing 3D Meshes in Industrial Modeling Applications","G. Arvanitis; A. S. Lalos; K. Moustakas","Electrical and Computer Engineering, University of Patras, Patra, Greece; Electrical and Computer Engineering, University of Patras, Patra, Greece; Electrical and Computer Engineering, University of Patras, Patra, Greece","2019 IEEE 17th International Conference on Industrial Informatics (INDIN)","30 Jan 2020","2019","1","","683","686","The latest advancements in 3D scanning technologies have facilitated the generation and adoption of 3D models in several industrial applications ranging from manufacturing inspection and repair to digital twins and medical industry. All these applications require an accurate representation of physical objects through saliency mechanisms identifying certain areas of the 3D model that are considered as important information by humans. Hence, 3D saliency mapping is an essential mechanism in a number of 3D processing applications including denoising, compression, simplification, registration, viewpoint selection, etc. In this work, we propose a robust 3D saliency mapping method ideally suited for industrial 3D models with sharp and small scale geometric features. An extensive simulation study using a variety of 3D scanned and CAD models, verify the effectiveness of the proposed method as compared to other relevant approaches.","2378-363X","978-1-7281-2927-3","10.1109/INDIN41052.2019.8972024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8972024","3D Mesh saliency mapping;industrial modeling & applications;spectral & geometric analysis for vertex saliency","","CAD;inspection;mesh generation;production engineering computing;solid modelling","saliency mapping;industrial modeling applications;3D scanning technologies;industrial applications;manufacturing inspection;digital twins;medical industry;physical objects;saliency mechanisms;3D processing applications;viewpoint selection;industrial 3D models;CAD models;3D meshes processing;3D saliency mapping method","","7","","17","IEEE","30 Jan 2020","","","IEEE","IEEE Conferences"
"MOBILE MAPPING SYSTEM IN A POWER DISTRIBUTION UTILITY","B. B. Cardoso; E. L. Martins; M. A. I. Martins; N. T. Rosa; K. D. Tomaz; S. de Francisci","CERTI Foundation, Florianopolis, Brazil; CERTI Foundation, Florianopolis, Brazil; CERTI Foundation, Florianopolis, Brazil; CERTI Foundation, Florianopolis, Brazil; Enel Distribuição São Paulo, Barueri, Brazil; Enel Distribuição São Paulo, Barueri, Brazil","CIRED 2021 - The 26th International Conference and Exhibition on Electricity Distribution","25 Jan 2022","2021","2021","","2779","2783","This article proposes the digitalization and 3D modelling of the power distribution network through Mobile Mapping System (MMS) with different technologies that compound the Network Digital Twin®, one of the work fronts of “Urban Futurability”, a project by Enel Distribuição São Paulo. To enable the distribution network digitalization and 3D model, we use high-resolution cameras, LiDAR (Light Detection and Ranging) and thermographic cameras. The products generated by these technologies create a 3D model in point cloud, with visual and thermographic images. The MMS helps utility companies to inspect their network faster and with more accuracy. All data are uploaded on a common platform where all users can access and interact with the 3D Model. The expected result is an improvement in the grid inspection and maintenance, based on real field information.","","978-1-83953-591-8","10.1049/icp.2021.1710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9692621","","","cameras;distribution networks;infrared imaging;inspection;optical radar;power grids","distribution network digitalization;high-resolution cameras;visual images;thermographic images;MMS;3D Model;mobile mapping system;power distribution utility;power distribution network;urban futurability;network digital twin;grid inspection;LiDAR;light detection-ranging","","","","","","25 Jan 2022","","","IET","IET Conferences"
"Efficient visual monitoring of offshore windmill installations with online image annotation and deep learning computer vision","D. Langenkämper; T. Möller; D. Brün; T. Wilhelm Nattkemper","Biodata Mining Group, Bielefeld University, Bielefeld, Germany; Biodata Mining Group, Bielefeld University, Bielefeld, Germany; Saltation GmbH & Ko KG, Bielefeld, Germany; Biodata Mining Group, Bielefeld University, Bielefeld, Germany","Global Oceans 2020: Singapore – U.S. Gulf Coast","9 Apr 2021","2020","","","1","6","The number of offshore windmills keeps growing around the world since they are an essential part of any strategy to produce energy without using nuclear power plants or burning fossil resources. Due to the growing number of installations new monitoring and inspection strategies and routines need to be developed that are not only effective but efficient. In this work we will present first results from a joint project of industry partners and academia that aims at the development of new approaches making use of modern imaging technologies and new methods from artificial intelligence and computer vision research. We investigate three different strategies for collecting digital photos or video and posterior computational analysis using Convolutional Neural Networks (CNN). Our results indicate, that patterns of interest like rust or coating damage can be detected and classified with F1 scores between 0.80 and 0.94 in photos collected by inspectors. In videos collected with unmanned aerial vehicles (UAV) rust patterns, oils spills and coating damage were detected with F1= 0.91. To support users in the time-consuming task of visual data exploration, we present a new visualization method referred to as “virtual twin”. Using hand - recorded image collections, a data-driven 3D model of a windmill is generated, that can be used to investigate damage patterns in the full context of the windmill and in full detail. Altogether our results indicate, that although each single approach has its limitations, a combination of different imaging methods, deep learning computer vision algorithms and sophisticated visual data exploration by experienced users appears to have potential to overcome the bottleneck in data analysis, interpretation and decision making in the context of the future inspections of offshore windmills, platforms or other constructions.","0197-7385","978-1-7281-5446-6","10.1109/IEEECONF38699.2020.9389305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9389305","Inspection;Offshore windmill;Offshore wind turbine;Unmanned Aerial Vehicles;Computer vision;Deep Learning;Artificial Intelligence","Visualization;Computer vision;Data visualization;Training data;Inspection;Unmanned aerial vehicles;Monitoring","autonomous aerial vehicles;computer vision;convolutional neural nets;data analysis;data visualisation;decision making;deep learning (artificial intelligence);inspection;offshore installations;power engineering computing;solid modelling;video signal processing","inspection strategies;routines;modern imaging technologies;artificial intelligence;digital photos;posterior computational analysis;convolutional neural networks;coating damage;unmanned aerial vehicles rust patterns;oils spills;visualization method;data-driven 3D model;damage patterns;deep learning computer vision algorithms;visual data exploration;decision making;visual monitoring;offshore windmill installations;online image annotation;offshore windmills;nuclear power plants;burning fossil resources;video analysis;data analysis","","","","10","IEEE","9 Apr 2021","","","IEEE","IEEE Conferences"
"Symbiotic System of Systems Design for Safe and Resilient Autonomous Robotics in Offshore Wind Farms","D. Mitchell; J. Blanche; O. Zaki; J. Roe; L. Kong; S. Harper; V. Robu; T. Lim; D. Flynn","Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.; Smart Systems Group, School of Engineering and Physical Sciences, Institute of Sensors, Signals and Systems, Heriot-Watt University, Edinburgh, U.K.","IEEE Access","21 Oct 2021","2021","9","","141421","141452","To reduce Operation and Maintenance (O&M) expenditure on offshore wind farms, wherein 80% of the cost relates to deploying personnel, the offshore wind sector looks to advances in Robotics and Artificial Intelligence (RAI) for solutions. Barriers to residential Beyond Visual Line of Sight (BVLOS) autonomy as a service, include operational challenges in run-time safety compliance, reliability and resilience, due to the complexities of dealing with known and unknown risk in dynamic environments. In this paper we incorporate a Symbiotic System Of Systems Approach (SSOSA) that uses a Symbiotic Digital Architecture (SDA) to provide a cyber physical orchestration of enabling technologies. Implementing a SSOSA enables Cooperation, Collaboration and Corroboration (C3), as to address run-time verification of safety, reliability and resilience during autonomous missions. Our SDA provides a means to synchronize distributed digital models of the robot, environment and infrastructure. Through the coordinated bidirectional communication network of the SDA, the remote human operator has improved visibility and understanding of the mission profile. We evaluate our SSOSA in an asset inspection mission within a confined operating environment. Demonstrating the ability of our SSOSA to overcome safety, reliability and resilience challenges. The SDA supports lifecycle learning and co-evolution with knowledge sharing across the interconnected systems. Our results evaluate both sudden and gradual faults, as well as unknown events, that may jeopardize an autonomous mission. Using distributed and coordinated decision making, the SSOSA enhances the analysis of the mission status, which includes diagnostics of critical sub-systems within the resident robot. This evaluation demonstrates that the SSOSA provides enhanced run-time operational resilience and safety compliance to BVLOS autonomous missions. The SSOSA has the potential to be a highly transferable methodology to other mission scenarios and technologies, providing a pathway to implementing scalable autonomy as a service.","2169-3536","","10.1109/ACCESS.2021.3117727","Offshore Robotic for Certification of Assets (ORCA) Hub under EPSRC Project EP/R026173/1, EPSRC Holistic Operation and Maintenance for Energy (HOME) from Offshore Wind Farms; MicroSense Technologies Ltd. (MTL) in the provision of their patented microwave FMCW sensing technology (PCT/GB2017/053275) and decommissioned wind turbine blade section; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9558777","Artificial intelligence;autonomous systems;digital twin;non-destructive evaluation;resilient robotics;safety compliance;sensors;symbiotic systems;system ontology","Robots;Symbiosis;Safety;Robot sensing systems;Reliability;Resilience;Wind farms","aerospace safety;autonomous aerial vehicles;control engineering computing;decision making;inspection;learning (artificial intelligence);mobile robots;offshore installations;power generation control;power generation reliability;service robots;wind power plants","resilient autonomous robotics;offshore wind farms;operation and maintenance expenditure;residential Beyond Visual Line;run-time safety compliance;reliability;dynamic environments;SSOSA;SDA;cyber physical orchestration;run-time verification;autonomous mission;distributed digital models;coordinated bidirectional communication network;remote human operator;mission profile;asset inspection mission;operating environment;interconnected systems;distributed decision making;coordinated decision making;critical sub-systems;enhanced run-time operational resilience;BVLOS autonomous missions;symbiotic digital architecture;symbiotic system of systems design;artificial intelligence;beyond visual line of sight autonomy","","8","","140","CCBY","4 Oct 2021","","","IEEE","IEEE Journals"
"Optimal Path Control of a Patient for Rapid Infection Testing","J. -H. Kim; J. Lee","Department of Design Technology, College of Software and Convergence, Inha University, Michuhol-gu, Incheon, South Korea; Department of Computer Engineering, Hanbat National University, Yuseong-gu, Daejeon, South Korea","IEEE Access","11 May 2023","2023","11","","44911","44922","In this paper, we propose a path control framework for guiding and simulating the patient’s path of travel to speed up virus testing in pandemic situations, such as COVID-19. We use geographic information and hospital state information to construct graphs to yield optimal travel paths. Pathfinding algorithms A* and Navigation mesh, which have been widely used, are efficient when applied to control agents in a virtual environment. However, they are not suitable for real-time changing cases such as the COVID-19 environment because they guide only predetermined static routes. In order to receive a virus infection test quickly, there are many factors to consider, such as road traffic conditions, hospital size, number of patient movements, and patient processing time, in addition to guiding the shortest distance. In this paper, we propose a framework for digitally twinning various situations by modeling optimization functions considering various environmental factors in real-world urban maps to handle viral infection tests quickly and efficiently.","2169-3536","","10.1109/ACCESS.2023.3273484","Basic Science Research Program through the National Research Foundation of Korea (NRF); Ministry of Education(grant numbers:2022R1F1A1063180); Research and Development Program for Forest Science Technology Provided by Korea Forest Service (Korea Forestry Promotion Institute)(grant numbers:2021390A00-2123-0105); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10117597","Virus inspection test;pathfinding;graph construction;path trajectory;city-map","Navigation;Real-time systems;COVID-19;Virtual environments;Patient monitoring;Video games;Viruses (medical)","digital twins;diseases;environmental factors;epidemics;geographic information systems;graph theory;hospitals;medical computing;mesh generation;microorganisms;road traffic","COVID-19 environment;digital twin;geographic information;graphs;hospital size;hospital state information;navigation mesh;optimal path control;optimal travel paths;optimization functions;pandemic situations;pathfinding algorithms;patient movements;patient processing time;predetermined static routes;rapid infection testing;real-time changing cases;road traffic conditions;virtual environment;virus infection test;virus testing","","","","33","CCBYNCND","5 May 2023","","","IEEE","IEEE Journals"
"Developing a VR Socially Assistive Robot Simulator Employing Game Development Tools","S. F. R. Alves; A. Uribe-Quevedo; D. Chen; J. Morris","Software and Informatics Research Center, Ontario Tech University, Oshawa, ON, Canada; Software and Informatics Research Center, Ontario Tech University, Oshawa, ON, Canada; Deparment of Mechanical Engineering, University of British Columbia, Vancouver, BC, Canada; JDQ Systems, Vancouver, BC, Canada","2022 IEEE Games, Entertainment, Media Conference (GEM)","20 Jan 2023","2022","","","1","4","Long-term care facilities (LTCFs) face challenges due to the personalized care required by people with developmental disabilities. The COVID-19 pandemic exacerbated the issues associated with limited staff who are overworked. Such a scenario also disrupted the research and development of socially assistive robots (SARs) as access to care facilities and the elderly was restricted. The restriction sparked creative thinking and innovation aimed at addressing the challenges introduced by the pandemic. Such is the case for developing Aether™, a SAR designed to monitor falls and engage in playful activities with users. This paper presents the use of game technologies to develop a Virtual reality digital twin simulator for overcoming the lack of access to LTCFs and the elderly by creating synthetic data that simulates the robot's behavior, interactions with the environment, and virtual avatars, before its deployment. Our approach additionally allows overcoming the limitation with traditional datasets for training machine learning where depicted people and actions are not representative of the elderly population. Our preliminary results indicate that combining DTs and VR expedites robot development. We tested and compared the robot navigation, person detection, and inspection behavior while observing COVID-19 restrictions.","2766-6530","978-1-6654-6138-2","10.1109/GEM56474.2022.10017982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10017982","Socially Assistive Robots;Virtual Reality;Simulation;Developmental Disabilities","COVID-19;Pandemics;Navigation;Human-robot interaction;Games;Inspection;Robot sensing systems","avatars;computer games;geriatrics;handicapped aids;health care;human-robot interaction;learning (artificial intelligence);medical computing;mobile robots;patient care;virtual reality","COVID-19 pandemic;COVID-19 restrictions;creative thinking;developmental disabilities;game technologies;innovation;long-term care facilities;LTCFs;personalized care;research;robot development;robot navigation;SAR;socially assistive robots;Virtual reality digital twin simulator;VR socially assistive robot simulator employing game development","","","","18","IEEE","20 Jan 2023","","","IEEE","IEEE Conferences"
"Fast Mesh Denoising With Data Driven Normal Filtering Using Deep Variational Autoencoders","S. Nousias; G. Arvanitis; A. S. Lalos; K. Moustakas","Industrial Systems Institute, Athena Research Center, Marousi, Greece; Department of Electrical and Computer Engineering, University of Patras, Rion Patras, Greece; Industrial Systems Institute, Athena Research Center, Marousi, Greece; Department of Electrical and Computer Engineering, University of Patras, Rion Patras, Greece","IEEE Transactions on Industrial Informatics","19 Nov 2020","2021","17","2","980","990","Recent advances in 3-D scanning technology have enabled the deployment of 3-D models in various industrial applications such as digital twins, remote inspection, and reverse engineering. Despite their evolving performance, 3-D scanners still introduce noise and artifacts in the acquired dense models. In this article, we propose a fast and robust denoising method for the dense 3-D scanned industrial models. The proposed approach employs conditional variational autoencoders to effectively filter face normals. Training and inference are performed in a sliding patch setup reducing the size of the required training data and execution times. We conducted extensive evaluation studies using 3-D scanned and CAD models. The results verify plausible denoising outcomes, demonstrating similar or higher reconstruction accuracy, compared to other state-of-the-art approaches. Specifically, for 3-D models with more than 1e4 faces, the presented pipeline is twice as fast as methods with equivalent reconstruction error.","1941-0050","","10.1109/TII.2020.3000491","European Union Horizon 2020 Research and innovation program; WARMEST; Marie Sklodowska(grant numbers:777981); European Union Horizon 2020 Research and Innovation Program Ageing@Work(grant numbers:826299); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110709","3-D mesh denoising;data driven normal filtering;variational autoencoders","Three-dimensional displays;Noise reduction;Face;Solid modeling;Training;Tensors;Decoding","automatic optical inspection;CAD;image denoising;image filtering;image reconstruction;learning (artificial intelligence);neural nets;production engineering computing;reverse engineering","reverse engineering;higher reconstruction accuracy;similar reconstruction accuracy;CAD models;conditional variational autoencoders;remote inspection;digital twins;industrial applications;3-D scanning technology;deep variational autoencoders;data driven normal filtering;fast mesh denoising","","7","","35","CCBY","8 Jun 2020","","","IEEE","IEEE Journals"
"A Novel Software Architecture of Anticipatory Harvesting Robot Teams","A. M. J. Skulimowski; P. Pukocz; I. Badecka; M. Kara","Chair of Automatic Control and Robotics, Decision Sciences Laboratory and Progress & Business Foundation, AGH University of Science and Technology, Kraków, Poland; Chair of Automatic Control and Robotics, Decision Sciences Laboratory and Progress & Business Foundation, AGH University of Science and Technology, Kraków, Poland; AGH University of Science and Technology and Progress & Business Foundation, Kraków, Poland; AGH University of Science and Technology, Kraków, Poland","2021 25th International Conference on Methods and Models in Automation and Robotics (MMAR)","21 Sep 2021","2021","","","47","52","This paper presents a novel application of anticipatory coordination and optimization principles, previously developed for autonomous inspection robot teams. The core tenet behind our research is to build a team of agile and relatively small robots, each equipped with two synergistically operating robotic arms, one arm with a soft gripper, the other arm with a set of cameras and a fruit cutting mechanism, all controlled by innovative anticipatory network (AN) algorithms. This allows the plantation management to efficiently supervise the team, coordinated and optimized by an adaptive anticipatory decision engine. Another key component of the robotic software architecture that allows the team of robots to efficiently harvest soft fruits such as strawberries or raspberries is a package of information fusion algorithms in the world model, associated with a knowledge base and a digital twin of the cover crops. We will show that AN coordination principles ensure the reliable operation of robots in case of communication disturbances or when uncertain or incomplete instructions are entered by the operator in the management and supervision system. The flexible design of the overall robotic architecture will make it possible to further develop the robot teams to respond to additional needs such as harvesting other fruits and working in various horticultural environments.","","978-1-7281-7380-1","10.1109/MMAR49549.2021.9528474","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9528474","harvesting robots;anticipatory networks;coordination of robot teams;multicriteria optimization","Software architecture;Robot kinematics;Software algorithms;Robot vision systems;Knowledge based systems;Inspection;Manipulators","agricultural robots;crops;grippers;horticulture;image fusion;knowledge based systems;mobile robots;multi-robot systems;robot programming;robot vision;software architecture","innovative anticipatory network algorithms;plantation management;adaptive anticipatory decision engine;robotic software architecture;information fusion algorithms;software architecture;anticipatory harvesting robot teams;anticipatory coordination;autonomous inspection robot teams;small robots;robotic arms;soft gripper;fruit cutting mechanism;cameras;knowledge base;digital twin;cover crops;horticultural environments","","","","29","IEEE","21 Sep 2021","","","IEEE","IEEE Conferences"
"WareVR: Virtual Reality Interface for Supervision of Autonomous Robotic System Aimed at Warehouse Stocktaking","I. Kalinov; D. Trinitatova; D. Tsetserukou","Skolkovo Institute of Science and Technology, Moscow, Russia; Skolkovo Institute of Science and Technology, Moscow, Russia; Skolkovo Institute of Science and Technology, Moscow, Russia","2021 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","6 Jan 2022","2021","","","2139","2145","WareVR is a novel human-robot interface based on a virtual reality (VR) application to interact with a heterogeneous robotic system for automated inventory management. We have created an interface to supervise an autonomous robot remotely from a secluded workstation in a warehouse that could benefit during the current pandemic COVID-19 since the stocktaking is a necessary and regular process in warehouses, which involves a group of people. The proposed interface allows regular warehouse workers without experience in robotics to control the heterogeneous robotic system consisting of an unmanned ground vehicle (UGV) and unmanned aerial vehicle (UAV). WareVR provides visualization of the robotic system in a digital twin of the warehouse, which is accompanied by a real-time video stream from the real environment through an onboard UAV camera. Using the WareVR interface, the operator can conduct different levels of stocktaking, monitor the inventory process remotely, and teleoperate the drone for a more detailed inspection. Besides, the developed interface includes remote control of the UAV for intuitive and straightforward human interaction with the autonomous robot for stocktaking. The effectiveness of the VR-based interface was evaluated through the user study in a “visual inspection” scenario.","2577-1655","978-1-6654-4207-7","10.1109/SMC52423.2021.9659133","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9659133","","Visualization;Robot vision systems;Virtual reality;Inspection;Streaming media;Autonomous aerial vehicles;Real-time systems","autonomous aerial vehicles;control engineering computing;human-robot interaction;inventory management;mobile robots;robot vision;video streaming;virtual reality;warehouse automation","virtual reality interface;autonomous robotic system;warehouse stocktaking;human-robot interface;heterogeneous robotic system;automated inventory management;COVID-19 pandemic;regular warehouse workers;robotics;unmanned ground vehicle;unmanned aerial vehicle;UAV;WareVR interface;inventory process;remote control;intuitive interaction;straightforward human interaction;VR-based interface;visual inspection","","6","","23","IEEE","6 Jan 2022","","","IEEE","IEEE Conferences"
"Security Over Liberty","A. Vitalis",NA,"The Uncertain Digital Revolution","","2016","","","21","40","Searching for a balance between security and liberty is becoming more and more complex with the passing of time. The European Council Agreement of 1981 on the protection of data dedicate an article to files concerning the security of the State and public security, the principles defined within this article being of great importance. After the Twin Tower attacks, the American State became a State of global surveillance, viewing security as a major priority superior to the respect of individual freedoms. The Patriot Act, passed by Congress after the September 11 attacks, demanded the use of a secure machine for reading passports in order to enter U.S. territory, especially pertinent for the 27 countries previously exempt from visas. The European Union and the States that form part of it complied with U.S. requirements without hesitation as they themselves had acquired biometric equipment in their fight against illegal immigration and criminality.","","9781119340867","10.1002/9781119341277.ch2","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821146.pdf&bkn=9820801&pdfType=chapter","","Security;Law enforcement;Regulation;Inspection;Information technology;Government;Force","","","","","","","","12 Jul 2022","","","Wiley","Wiley Data and Cybersecurity eBook Chapters"
"Autonomous Systems Design, Testing, and Deployment: Lessons Learned from The Deployment of an Autonomous Shuttle Bus","L. Sherry; J. Shortle; G. Donohue; B. Berlin; J. West","Center for Air Transportation Systems Research, George Mason University, Fairfax, Virginia; Center for Air Transportation Systems Research, George Mason University, Fairfax, Virginia; Center for Air Transportation Systems Research, George Mason University, Fairfax, Virginia; Center for Air Transportation Systems Research, George Mason University, Fairfax, Virginia; Center for Air Transportation Systems Research, George Mason University, Fairfax, Virginia","2020 Integrated Communications Navigation and Surveillance Conference (ICNS)","14 Oct 2020","2020","","","5D1-1","5D1-14","Advances in technology have enabled the deployment of unprecedented levels of automation that verge on completely autonomous systems such as unmanned passenger and cargo vehicles, and air traffic control supported by integrated communications, navigation and surveillance (ICNS) systems.One application of the new technologies is in autonomous shuttle buses. This paper describes an analysis of a collision between an autonomous shuttle bus and delivery tractor-trailer on an urban street in Las Vegas. The analysis provides lessons learned for the design, testing, and fielding of future autonomous systems. First, the analysis demonstrates the difficulty in designing for all the ""corner-cases"" for safe fielding of an autonomous system. Second, the analysis shows the difficulty in demonstrating safety compliance to a target level of safety for systems developed using machine learning that cannot be tested using traditional testing methods (e.g. code-inspection or forms of input-output testing. Third, the analysis identifies the need for the explicit, intentional design, not an afterthought, of the task of the ""safety driver."" Solutions to these three issues are discussed.","2155-4951","978-1-7281-7270-5","10.1109/ICNS50378.2020.9222995","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222995","","Training;Navigation;Surveillance;Digital twin;Machine learning;Traffic control;Safety","control engineering computing;learning (artificial intelligence);mobile robots;road vehicles;traffic engineering computing","machine learning;autonomous systems design;autonomous shuttle bus;autonomous systems testing;autonomous systems deployment","","2","","16","IEEE","14 Oct 2020","","","IEEE","IEEE Conferences"
"Keynote Speaker 2: BIM Methodology as the First Step to the Digitization of the Construction Industry","",,"2021 7th International Engineering Conference “Research & Innovation amid Global Pandemic" (IEC)","12 Jul 2021","2021","","","219","220","Summary form only given, as follows. The complete presentation was not made available for publication as part of the conference proceedings. The limitations of traditional construction in the face of digital transformation. The role of BIM in the digitization of the construction industry. Changes to conventional design and construction processes. Gradual digitization of the construction industry in the world. Critical infrastructure investments in terms of their digitization. BIM in the life cycle of civil structures and facilities. A comprehensive approach to essential infrastructure resources. Computational, generative and optioneering design. Optimization algorithms and machine learning in the selection of design solutions. Bridge digital twins. BIM in education and promotional activities.","","978-1-6654-1283-4","10.1109/IEC52205.2021.9476135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9476135","","Bridges;Inspection;Europe;Technological innovation;Pandemics;Construction industry;Concrete","","","","","","","IEEE","12 Jul 2021","","","IEEE","IEEE Conferences"
