"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IEEE Draft Standard for Tactile Internet: Application Scenarios, Definitions and Terminology, Architecture, Functions, and Technical Assumptions","",,"IEEE P1918.1/D3, February 2023","24 Feb 2023","2023","","","1","66","","","978-1-5044-9486-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10053664","Tactile Internet;Human-in-the-loop;Digital twins;Haptic communication;5G and beyond 5G (B5G);URLLC;IoT;extended reality (XR);6G;mMTC","IEEE Standards;Haptic interfaces;Digital twins;Internet;5G mobile communicatoin;User interfaces;Human in the loop","","","","","","","","24 Feb 2023","","","IEEE","IEEE Standards"
"MMP: A Redesigned Wireless Two-way Synchronization Protocol Structure","G. Wang; Z. Deng; Y. Gao; Y. Zhang","Beijing University of Posts and Telecommunications, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China","2022 IEEE 8th International Conference on Computer and Communications (ICCC)","20 Mar 2023","2022","","","325","332","In this paper, a redesign of wireless two-way synchronization protocol structure named MMP (Measurement Mid-Placed), where synchronization measurement signal is placed in the middle of a synchronization process, is proposed for high dynamic channel. Since the next generation wireless communication system will provide more in-depth support for time sensitive applications, such as extended reality, digital twinning, smart transportation, and so on, more accurate and robust wireless synchronization scheme is in need. We study the problem of traditional wireless two-way synchronization schemes, then propose MMP Synchronization Protocol Structure and use MATLAB to evaluate it and implement it on SDR devices for validation. Experimental results show that using MMP, nanosecond synchronization performance can be easily obtained in random wireless channel, so it can be used as an alternative synchronization scheme for future high dynamic wireless time-sensitive networks.","","978-1-6654-5051-5","10.1109/ICCC56324.2022.10065757","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10065757","wireless synchronization;two-way synchronization;IEEE 1588;time-sensitive networks;high dynamic channel","Wireless communication;Performance evaluation;Wireless sensor networks;Protocols;Extended reality;Smart transportation;Synchronization","digital twins;protocols;software radio;synchronisation;wireless channels","alternative synchronization scheme;future high dynamic wireless time-sensitive networks;generation wireless communication system;high dynamic channel;Measurement Mid-Placed;MMP Synchronization Protocol Structure;nanosecond synchronization performance;random wireless channel;redesigned wireless two-way Synchronization Protocol Structure;synchronization measurement signal;synchronization process;time sensitive applications;two-way synchronization schemes","","","","28","IEEE","20 Mar 2023","","","IEEE","IEEE Conferences"
"Smart Manufacturing Multi-Site Testbed with 5G and Beyond Connectivity","I. Harjula; M. Uitto; M. Jurmu; J. Koskinen; J. Mäkelä; S. Walter; M. Hentula; T. Heikkilä; M. Lintala; K. Rautiola","VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland; VTT, VTT Technical Research Centre of Finland Ltd, Finland","2021 IEEE 32nd Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)","21 Oct 2021","2021","","","1","6","Industry 4.0 is forming the manufacturing industry towards more agile and networked operations enriched by exploitation of new technology. Manufacturing is also one of the key verticals defined by the 5G Infrastructure Public Private Partnership (5G PPP) aimed at digital transformation in industrial communication. In this paper, we will present the current status of the VTT’s (VTT Technical Research Centre of Finland Ltd) Industry X Smart Manufacturing Testbed, which enables Finnish industrial companies to test and experiment new production methods and technologies in an industrial-like environment. The testbed utilizes technologies varying from robotics to 5G and beyond connectivity, and from international data spaces (IDS) to extended forms of reality (AR, VR, MR) and digital twins. The testbed is built in a hierarchical manner. Inter-connected factory level testbeds comprise of factory process level processes that are grouped into use case families. These processes include several proofs of concept demonstrators, which utilize different technologies available in the testbed. In this paper, three recent proof-of-cencepts (PoC) are briefly presented to illustrate the next-generation manufacturing possibilities using the latest communication technologies available.","2166-9589","978-1-7281-7586-7","10.1109/PIMRC50174.2021.9569284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9569284","Manufacturing;digitalization;automation;B5G","Manufacturing industries;5G mobile communication;Service robots;Digital twin;Digital transformation;Industrial communication;Production facilities","5G mobile communication;manufacturing industries;manufacturing systems;organisational aspects;production engineering computing;production facilities","manufacturing industry;5G PPP;digital transformation;Finnish industrial companies;international data spaces;industrial communication technologies;5G infrastructure public private partnership;smart manufacturing multisite testbed;Industry 4.0;production methods;IDS;AR;MR;digital twins;VR;proof-of-cencepts;VTT factory level testbeds","","2","","9","IEEE","21 Oct 2021","","","IEEE","IEEE Conferences"
"Trusted AI with Blockchain to Empower Metaverse","S. Badruddoja; R. Dantu; Y. He; M. Thompson; A. Salau; K. Upadhyay","Dept. of Computer Science & Engineering, University of North Texas, Denton, TX, USA; Dept. of Computer Science & Engineering, University of North Texas, Denton, TX, USA; Dept. of Computer Science & Engineering, University of North Texas, Denton, TX, USA; Dept. of Computer Science & Engineering, University of North Texas, Denton, TX, USA; Dept. of Computer Science & Engineering, University of North Texas, Denton, TX, USA; Dept. of Computer Science & Engineering, University of North Texas, Denton, TX, USA","2022 Fourth International Conference on Blockchain Computing and Applications (BCCA)","31 Oct 2022","2022","","","237","244","The digital experience emerging in the virtual world is a reality with the advent of the metaverse. Augmented reality(AR), virtual reality(VR), extended reality(XR), and artificial intelligence(AI) algorithms would pave the way for an immersive experience for the users in the virtual space. However, the explosion of these technologies broaches new challenges to threaten the success of metaverse due to security risks. The blockchain technology augmented with AI promises to deliver a trusted metaverse for everyone. Nevertheless, smart contracts fail to produce a cognitive prediction, dissuading users from confiding in the metaverse. We arm smart contracts with intelligence to predict using AI algorithms. Moreover, we deploy the smart contracts on the Ethereum blockchain platform and produce a prediction accuracy of 95% compared to Python scikit-learn-based predictions. Our results show that the prediction delay can obstruct the growth of metaverse applications to accept blockchain technologies. Furthermore, the limitation of blockchain technology can make integration unreasonable. Therefore, we discuss possible scalability solutions that can be part of our future work to help more metaverse applications adopt blockchain solutions.","","978-1-6654-9958-3","10.1109/BCCA55292.2022.9922027","National Security Agency(grant numbers:H98230-20-1-0329,H98230-20-1-0403,H98230-20-1-0414,H98230-21-1-0262); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9922027","Blockchain;Artificial Intelligence;Metaverse;Digital Twin;Decentralization;Trust;Security;Smart Contracts","Metaverse;Scalability;Smart contracts;Immersive experience;Prediction algorithms;Blockchains;Classification algorithms","artificial intelligence;augmented reality;high energy physics instrumentation computing;learning (artificial intelligence);virtual reality","trusted AI;empower metaverse;digital experience;virtual world;immersive experience;virtual space;blockchain technology;trusted metaverse;smart contracts;cognitive prediction;AI algorithms;Ethereum blockchain platform;prediction accuracy;Python scikit-learn-based predictions;prediction delay;metaverse applications;blockchain solutions","","8","","48","IEEE","31 Oct 2022","","","IEEE","IEEE Conferences"
"A Video Game-Inspired Approach for a Pedestrian Guidance System Within a Railway Station","J. D. Preece; M. Samra; R. J. Thomas; J. M. Easton","BCRRE, University of Birmingham, Birmingham, UK; BCRRE, University of Birmingham, Birmingham, UK; BCRRE, University of Birmingham, Birmingham, UK; BCRRE, University of Birmingham, Birmingham, UK","2021 IEEE International Conference on Big Data (Big Data)","13 Jan 2022","2021","","","2919","2924","This paper presents a novel routing system for guiding a pedestrian within a train station, accounting for aspects such as distance, crowd density, and the pedestrian’s accessibility requirements. We achieve this by building a system that takes inspiration from the video games industry; constructing a Three-Dimensional model, annotating the model, generating a graph data structure, and performing pathfinding algorithms to establish the shortest path between two nodes. In particular, we make use of Three-Dimensional scanning technology to build a Digital Twin of Smethwick Galton Bridge station in the United Kingdom. We then use the spatial data to extract Two-Dimensional floor plans and perform Constrained Delauney Triangulation to compute a navigational mesh. The model then constructs the relevant graph data structure, on which we perform the A* Algorithm to determine the most efficient path between two coordinates within the mesh, where the efficiency is based upon both distance and the crowd density within the station.","","978-1-6654-3902-2","10.1109/BigData52589.2021.9671420","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671420","railways;pedestrian guidance;extended reality;passenger experience","Industries;Solid modeling;Navigation;Big Data;Data structures;Routing;Data models","computational geometry;computer games;data structures;navigation;pedestrians;railways","pedestrian guidance system;railway station;routing system;train station;video games industry;three-dimensional scanning technology;digital twin;Smethwick Galton Bridge station;United Kingdom;spatial data;graph data structure;two-dimensional floor plans","","","","16","IEEE","13 Jan 2022","","","IEEE","IEEE Conferences"
"Blockchain for Industry 5.0: Vision, Opportunities, Key Enablers, and Future Directions","A. Verma; P. Bhattacharya; N. Madhani; C. Trivedi; B. Bhushan; S. Tanwar; G. Sharma; P. N. Bokoro; R. Sharma","Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; School of Engineering and Technology, Sharda University, Greater Noida, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Electrical Engineering Technology, University of Johannesburg, Johannesburg, South Africa; Department of Electrical Engineering Technology, University of Johannesburg, Johannesburg, South Africa; Centre for Inter-Disciplinary Research and Innovation, University of Petroleum and Energy Studies, Dehradun, India","IEEE Access","13 Jul 2022","2022","10","","69160","69199","Industry 4.0 have witnessed a paradigm shift from cyber-physical systems (CPS) that aims at massive automation, to a more customer-driven approach. The shift has been attributed to the design of hyper-cognitive systems, integration of virtual and extended reality, digital machinery prototyping and twin designs, trusted machine boundaries, collaborative robots, and artificial intelligence (AI)-based supply chains. This new wave, termed Industry 5.0, is expected to leverage massive production with user-centric customization outside the scope of Industry 4.0 ecosystems. Industry 5.0 is expected to assist diverse industrial verticals like healthcare, smart farming, drones, smart grids, and supply chain production ecosystems. However, data is shared among multiple heterogeneous networks, spanning different authoritative domains. Thus, trusted and secured data transfer is crucial to synergize and secure the industrial perimeters. Blockchain (BC) is a preferred choice as a security enabler to Industry 5.0 ecosystems owing to its inherent property of immutability, chronology, and auditability in industrial systems. Limited works are proposed that present the vision and holistic view of BC-assisted Industry 5.0 applications. The article presents a first-of-its-kind survey on BC as a security enabler in Industry 5.0. Based on a descriptive survey methodology and research questions, we presented the key drivers, and potential applications, and propose an architectural vision of BC-based Industry 5.0 in diverse applicative verticals. The survey intends to present solutions that would assist industry practitioners, academicians, and researchers to drive novel BC-assisted solutions in Industry 5.0 verticals.","2169-3536","","10.1109/ACCESS.2022.3186892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9809962","Blockchain;Industry 5.0;Internet-of-Things;security;privacy","Industries;Production;Fourth Industrial Revolution;Security;Service robots;Artificial intelligence;Blockchains","artificial intelligence;cognitive systems;Internet;production engineering computing;security of data;supply chain management","data transfer;industrial perimeters;blockchain;security enabler;industrial systems;descriptive survey methodology;architectural vision;diverse applicative verticals;industry practitioners;novel BC-assisted solutions;paradigm shift;cyber-physical systems;massive automation;customer-driven approach;hyper-cognitive systems;virtual reality;extended reality;digital machinery prototyping;twin designs;trusted machine boundaries;collaborative robots;artificial intelligence-based supply chains;leverage massive production;user-centric customization;diverse industrial verticals;smart farming;smart grids;supply chain production ecosystems;multiple heterogeneous networks;authoritative domains;BC-assisted Industry 5.0","","11","","168","CCBY","28 Jun 2022","","","IEEE","IEEE Journals"
"A Framework for Next Generation Interactive and Immersive DES Models","N. Prajapat; A. Tiwari; D. Tiwari; C. Turner; W. Hutabarat","Manufacturing Department, Cranfield University, Bedford, UK; Manufacturing Department, Cranfield University, Bedford, UK; Manufacturing Department, Cranfield University, Bedford, UK; Manufacturing Department, Cranfield University, Bedford, UK; Manufacturing Department, Cranfield University, Bedford, UK","2019 IEEE 17th International Conference on Industrial Informatics (INDIN)","30 Jan 2020","2019","1","","671","676","This paper explores the need for new visualisation modes to better enable interaction with increasingly complex and sophisticated Discrete Event Simulation (DES) models. In this research an initial framework for interactive and immersive DES models is put forward along with an extended framework, which takes account of the potential of streaming data from production line/shop floor sensor networks. The initial framework is illustrated by a test case involving the modelling of a maintenance and repair facility. A visualisation metaphor is provided as an illustration of an extended framework, and its potential operation as an interactive visualisation component within a Digital Twin for manufacturing.","2378-363X","978-1-7281-2927-3","10.1109/INDIN41052.2019.8972266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8972266","Augmented Reality (AR);computer simulation;human–computer interaction;Virtual Reality (VR)","","data visualisation;discrete event simulation;interactive systems;manufacturing systems;production engineering computing","visualisation metaphor;interactive visualisation component;next generation interactive;immersive DES model;interactive DES model;test case;maintenance;repair facility;Digital Twin;production line/shop floor sensor networks","","3","","21","IEEE","30 Jan 2020","","","IEEE","IEEE Conferences"
"5G Configured Grant Scheduling for 5G-TSN Integration for the Support of Industry 4.0","A. Larrañaga; M. C. Lucas-Estañ; I. Martinez; J. Gozalvez","HW and Communication Systems Area, Ikerlan Technology Research Centre, Mondragón 20500, Spain; UWICORE Laboratory, Universidad Miguel Hernández de Elche (UMH), Elche 03202, Spain; HW and Communication Systems Area, Ikerlan Technology Research Centre, Mondragón 20500, Spain; UWICORE Laboratory, Universidad Miguel Hernández de Elche (UMH), Elche 03202, Spain","2023 18th Wireless On-Demand Network Systems and Services Conference (WONS)","13 Mar 2023","2023","","","72","79","Factories are evolving towards digitalized data-based ecosystems under the paradigm of the Industry 4.0 where new industrial services allow the implementation of more robust, resilient and customized manufacturing systems. Such services (e.g., digital twins, extended reality or cooperative robots) will require highly reliable and deterministic communication networks capable of supporting stringent latency and reliability requirements. 5G networks and their future evolution have the necessary capabilities to meet these requirements. However, the use of 5G in industrial environments requires its effective and efficient integration with Time Sensitive Networking (TSN), which is becoming the standard wired technology for Industry 4.0 environments. TSN provides unprecedented deterministic service levels with perfectly bounded latencies. The integration of the industrial 5G and TSN networks will be key to support the flexibility and determinism demanded by the Industry 4.0 paradigm. A critical aspect to achieve this integration is the coordination of the schedulers of both networks. TSN has information about the capabilities of the 5G-TSN integrated network, and it is in charge of deciding the path and scheduling for each TSN traffic flow. The scheduling in 5G must be done according to the scheduling decisions and information provided by TSN to guarantee the end-to-end latency requirements of TSN traffic. In this context, this paper proposes a novel Configured Grant (CG) scheduling scheme for 5G integrated into a TSN network that aims to meet the latency requirements of the different TSN flows. The proposed scheme exploits the information provided by TSN about the characteristics of the TSN traffic to coordinate its decision with the scheduling of TSN. This study demonstrates that the proposed scheduling scheme considerably increases the number of TSN flows that can be satisfactorily served in the integrated 5G-TSN network compared with a commonly used CG scheduling scheme.","","978-3-903176-56-0","10.23919/WONS57325.2023.10062219","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062219","5G;5G-TSN integration;Deterministic;Low Latency;TSN;Configured Grant;scheduling;Industry 4.0","Wireless communication;Wireless sensor networks;Job shop scheduling;5G mobile communication;Service robots;Robot kinematics;Robot sensing systems","5G mobile communication;cyber-physical systems;digital twins;manufacturing systems;production engineering computing;scheduling;telecommunication computing;telecommunication network reliability;telecommunication scheduling;telecommunication traffic","5G configured grant scheduling;5G-TSN integrated network;5G-TSN integration;deterministic communication networks;digitalized data-based ecosystems;effective integration;highly reliable communication networks;industrial environments;industrial services;integrated 5G-TSN network;reliability requirements;time sensitive networking;TSN flows;TSN traffic flow;unprecedented deterministic service levels","","1","","24","","13 Mar 2023","","","IEEE","IEEE Conferences"
"Impact of Metaverse in the Near ‘Future’","P. Gupta; K. Bhadani; A. Bandyopadhyay; D. Banik; S. Swain","School of Computer Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, India; School of Computer Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, India; School of Computer Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, India; School of Computer Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, India; School of Computer Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, India","2023 4th International Conference on Intelligent Engineering and Management (ICIEM)","4 Jul 2023","2023","","","1","6","Ever since Neel Stephenson's novel ‘Snow Crash’ was published in 1992, the metaverse and its virtual space have been evolving. Because of the growing desire for immersion, this survey article is the first endeavor to offer a comprehensive framework that assesses the contemporary metaverse development under the perspectives of state-of-the-art innovations and digital world ecosystems. So, we re-investigate eight enabling technologies: Extended Reality, User Interactivity, Artificial Intelligence, Blockchain, Computer Vision, IoT and Robots, Future Mobile Networks etcetera. The metaverse environment in application terms means empowering users to interact with and live within a subconscious everlasting and shared reality. A wide range of computer-mediated virtual environments that we have created include social networks, video conferencing, virtual 3D worlds (like VR Chat), augmented reality apps (like Pokemon Go), and non-fungible token games (like Upland).Although transient and unconnected, these virtual environments have brought about various levels of digital change for us. Thus, we propose clear future research for the metaverse's advancement.","","979-8-3503-4112-6","10.1109/ICIEM59379.2023.10166025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10166025","Artificial Intelligence;Avatars;Digital Twins;Virtual Economy;Networking and Edge Computing;Social Acceptability and Privacy","Surveys;Technological innovation;Three-dimensional displays;Systematics;Metaverse;Social networking (online);Wearable computers","","","","","","28","IEEE","4 Jul 2023","","","IEEE","IEEE Conferences"
"Blockchain-Empowered Privacy-Preserving Digital Object Trading in the Metaverse","Y. Xiao; L. Xu; C. Zhang; L. Zhu; Y. Zhang","Beijing Institute of Technology, Beijing, China; Beijing Institute of Technology, Beijing, China; Beijing Institute of Technology, Beijing, China; Beijing Institute of Technology, Beijing, China; University of Oslo, Oslo, Norway","IEEE MultiMedia","6 Jul 2023","2023","30","2","81","90","The metaverse is an advanced digital world where users can have interactive and immersive experiences. Users enter the metaverse through digital objects created by extended reality and digital twin technologies. The ownership issue regarding these digital objects can be solved by the blockchain-based nonfungible token (NFT), which is of vital importance for the economics of the metaverse. Users can utilize NFTs to engage in various social and economic activities. However, current NFT protocols expose the owner’s information to the public, which may contradict with the privacy requirement. In this article, we propose a protocol, NFTPrivate, that can realize anonymous and confidential trading of digital objects. The key idea is to utilize cryptographic commitments to hide users’ addresses. By constructing proper zero-knowledge proofs, the owner can initiate privacy-preserving yet publicly verifiable transactions. Illustrative results show that the proposed protocol has higher computation and storage overhead than traditional NFT protocols. We think this is an acceptable compromise for privacy protection.","1941-0166","","10.1109/MMUL.2023.3246528","National Defense Basic Scientific Research Program of China(grant numbers:JCKY2018602B015,JCKY2019602B013); Beijing Natural Science Foundation(grant numbers:M21035); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10049293","","Metaverse;Standards;Nonfungible tokens;Smart contracts;Cryptocurrency;Privacy;Economics;Blockchains;Immersive experience;Interactive systems;User experience;Object tracking","","","","","","19","IEEE","22 Feb 2023","","","IEEE","IEEE Magazines"
"Asynchronous Hybrid Reinforcement Learning for Latency and Reliability Optimization in the Metaverse Over Wireless Communications","W. Yu; T. J. Chua; J. Zhao","School of Computer Science and Engineering, Nanyang Technological University, Jurong West, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Jurong West, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Jurong West, Singapore","IEEE Journal on Selected Areas in Communications","5 Jul 2023","2023","41","7","2138","2157","Technology advancements in wireless communications and high-performance Extended Reality (XR) have empowered the developments of the Metaverse. The demand for the Metaverse applications and hence, real-time digital twinning of real-world scenes is increasing. Nevertheless, the replication of 2D physical world images into 3D virtual objects is computationally intensive and requires computation offloading. The disparity in transmitted object dimension (2D as opposed to 3D) leads to asymmetric data sizes in uplink (UL) and downlink (DL). To ensure the reliability and low latency of the system, we consider an asynchronous joint UL-DL scenario where in the UL stage, the smaller data size of the physical world images captured by multiple extended reality users (XUs) will be uploaded to the Metaverse Console (MC) to be construed and rendered. In the DL stage, the larger-size 3D virtual objects need to be transmitted back to the XUs. We design a novel multi-agent reinforcement learning algorithm structure, namely Asynchronous Actors Hybrid Critic (AAHC), to optimize the decisions pertaining to computation offloading and channel assignment in the UL stage and optimize the DL transmission power in the DL stage. Extensive experiments demonstrate that compared to proposed baselines, AAHC obtains better solutions with satisfactory training time.","1558-0008","","10.1109/JSAC.2023.3280988","Singapore Ministry of Education Academic Research Fund(grant numbers:Tier 1 RG90/22,RG97/20,Tier 1 RG24/20,Tier 2 MOE2019-T2-1-176); Nanyang Technological University-Wallenberg AI, Autonomous Systems and Software Program (WASP) Joint Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10138588","Reinforcement learning;resource allocation;ultra-reliable low-latency communication;wireless communications;Metaverse","Metaverse;X reality;Three-dimensional displays;Reliability;Optimization;Resource management;Wireless communication","","","","","","47","IEEE","30 May 2023","","","IEEE","IEEE Journals"
"Blockchain and FL-based Network Resource Management for Interactive Immersive Services","M. Aloqaily; O. Bouachir; I. A. Ridhawi","Faculty of Engineering, Al Ain University, UAE; College of Technological Innovation (CTI), Zayed University, UAE; Kuwait College of Science and Technology, Kuwait","2021 IEEE Global Communications Conference (GLOBECOM)","2 Feb 2022","2021","","","01","06","Advanced services leveraged for future smart cities have played a significant role in the advancement of 5G networks towards the 6G vision. Interactive immersive applications are an example of those enabled services. Such applications allow for the interaction between multiple users in a 3D environment created by virtual presentations of real objects and participants using various technologies such as Virtual Reality (VR), Augmented Reality (AR), Extended Reality (XR), Digital Twin (DT) and holography. These applications require advanced computing models which allow for the processing of massive gathered amounts of data. Motions, gestures and object modification should be captured, added to the virtual environment, and shared with all the participants. Relying only on the cloud to process this data can cause significant delays. Therefore, a hybrid cloud/edge architecturewith an intelligent resource orchestration mechanism, that is able to allocate the available capacities efficiently is necessary. In this paper, a blockchain and federated learning-enabled predicted edge-resource allocation (FLP-RA) algorithm is introduced to manage the allocation of computing resources in B5G networks. It allows for smart edge nodes to train their local data and share it with other nodes to create a global estimation of future network loads. As such, nodes are able to make accurate decisions to distribute the available resources to provide the lowest computing delay.","","978-1-7281-8104-2","10.1109/GLOBECOM46510.2021.9685091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9685091","Immersive Services;Autonomous Resource Management;Intelligent Edge;Blockchain;Federated Learning","Solid modeling;Cloud computing;Adaptation models;Three-dimensional displays;Computational modeling;Virtual environments;Delays","augmented reality;blockchains;cloud computing;computer networks;learning (artificial intelligence);resource allocation;virtualisation","lowest computing delay;blockchain;FL-based network resource management;interactive immersive services;virtual presentations;holography;object modification;virtual environment;intelligent resource orchestration mechanism;federated learning-enabled predicted edge-resource allocation algorithm;smart edge nodes;network loads;5G networks;hybrid cloud architecture","","3","","16","IEEE","2 Feb 2022","","","IEEE","IEEE Conferences"
"Innovative Cyber Security Solutions Built on Block chain Technology for Industrial 5.0 Applications","K. K. Ramachandran; B. Nagarjuna; S. V. Akram; J. Bhalani; A. M. Raju; R. Ponnusamy","Management/Commerce/International Business, DR G R D College of Science, India; School of Commerce and Management, MB University, Tirupati, Andhra Pradesh; Uttaranchal Institute of Technology, Uttaranchal University; Department of PIT, Parul University; Department of Marketing, Sri Balaji University, Pune (SBUP); Department of Computer Science & Engineering, Chennai Institute of Technology","2023 International Conference on Artificial Intelligence and Smart Communication (AISC)","3 Apr 2023","2023","","","643","650","A paradigm change toward a more consumer approach has been observed in Industry 4.0, moving away from cyber-physical platforms (CPS) that seek for huge automation. The development of hyper cognitive systems, the incorporation of extended and virtual reality, the prototyping of digital machinery, and twin designs have all been cited as contributing factors to the shift. The collaborative robots, trusted machine boundaries, and supply chains powered by artificial intelligence (AI). It is anticipated that this new trend, known as Industry 5.0, would go beyond the purview of Industry 4.0 ecosystems and use large production with user-centric customization. Industry 5.0 is anticipated to support a variety of industrial verticals, including healthcare, smart agriculture, aircraft, microgrids, and supply chain manufacturing ecosystems. In contrast, information is shared across numerous heterogeneous networks that span various authority domains. So, for the industrial perimeters to synergize and be secure, trusted and secure data communication is essential. Due to its intrinsic property of absoluteness, chronological, and integrity in industrial systems, one of the most promising technologies for enhancing the security of Industrial 5.0 environments is blockchaintechnology.. Only a few books are suggested that outline the applications for Industry 5.0 that are supported by Blockchain. The piece delivers a groundbreaking study on Block chain’s role in Industry 5.0 as a security enabler. With the use of a subjective survey method and study objectives, we were able to identify the most pressing drivers, potential uses, and present an institutional vision for Blockchain-based Industry 5.0 across many different sectors. The poll seeks to offer suggestions for new Even though solutions in Industry 5.0 verticals for industry practitioners, academics, and researchers.","","979-8-3503-2230-9","10.1109/AISC56616.2023.10085577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10085577","Internet ofThings (IoT);Blockchain;Industry 5.0;Cyber Security;Industrial Revolution;Artificial Intelligence","Industries;Supply chains;Ecosystems;Taxonomy;Medical services;Virtual reality;Fourth Industrial Revolution","","","","","","22","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"The Metaverse for Cognitive Health: A Paradigm Shift","S. P. Ramu; G. Srivastava; R. Chengoden; N. Victor; P. K. R. Maddikunta; T. R. Gadekallu","School of Information Technology and Engineering, Vellore Institute of Technology, India; Research Centre for Interneural Computing, China Medical University, Taichung, Taiwan; School of Information Technology and Engineering, Vellore Institute of Technology, India; School of Information Technology and Engineering, Vellore Institute of Technology, India; School of Information Technology and Engineering, Vellore Institute of Technology, India; Department of Electrical and Computer Engineering, Lebanese American University, Byblos, Lebanon","IEEE Consumer Electronics Magazine","","2023","PP","99","1","6","The Metaverse, frequently dubbed as ”the successor of mobile internet”, is a paradigm which aims to build an immersive, spatiotemporal and self-sustained virtual, but realistic world for all age groups. The Metaverse is stepping from science fiction to reality due to the advances in technologies like Extended Reality, Virtual Reality, Augmented Reality, Artificial Intelligence, the Internet of Everything, eXtended meta-uni-omni-Verse and Digital Twins. Consumer electronics such as wearables, television, and smartphones are essential components of the Metaverse that can be used to accurately collect and measure data concerning user interaction and thereby create an immersive environment. This article discusses the state of art literature about how the Metaverse can be used for improving cognitive health, various scenarios where the Metaverse could help doctors to better treat cognitive patients, and finally, the future research directions that can realize the potential of the Metaverse for cognitive health.","2162-2256","","10.1109/MCE.2023.3289034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160095","","Metaverse;Consumer electronics;Medical services;Artificial intelligence;Monitoring;Cognition;Surgery","","","","","","","IEEE","23 Jun 2023","","","IEEE","IEEE Early Access Articles"
